,NAME,POSITIONS,OVA,POT,TEAM,CONTRACT_LENGTH,ATTACKING,SKILL,MOVEMENT,POWER,MENTALITY,DEFENDING,TOTAL,PAC,SHO,PAS,DRI,DEF,PHY,FULL_NAME,AGE,VALUE_EUR,SALARY_EUR
157,J. Brandt,CAM RM CM ,82,85,Borussia Dortmund,2019 ~ 2024,377,399,384,374,315,137,2041,68,78,82,85,49,66,Julian Brandt,26,40000000.0,60000.0
158,M. Locatelli,CDM CM ,82,86,Juventus,"Jun 30, 2023",358,380,328,390,364,236,2115,62,70,80,78,78,79,Manuel Locatelli,24,40000000.0,37000.0
159,I. Bennacer,CDM CM ,82,86,Milan,2019 ~ 2024,346,400,413,378,382,232,2213,77,68,80,86,77,76,Ismaël Bennacer,24,40000000.0,63000.0
160,Gabriel Martinelli,LM LW ,79,88,Arsenal,2019 ~ 2024,366,354,421,338,330,131,1975,88,74,69,83,45,70,Gabriel Teodoro Martinelli Silva,21,39500000.0,62000.0
161,D. Kulusevski,RW ,81,86,Tottenham Hotspur,"Jun 30, 2023",376,385,383,381,347,172,2088,78,77,79,83,56,74,Dejan Kulusevski,22,39500000.0,105000.0
162,Vitinha,CM CAM ,79,89,Paris Saint Germain,2022 ~ 2027,323,372,394,316,351,208,2007,73,68,79,83,67,55,Vítor Machado Ferreira,22,39500000.0,68000.0
163,R. Kolo Muani,ST RM ,81,86,Eintracht Frankfurt,2022 ~ 2027,361,351,388,360,293,95,1897,87,74,68,82,38,62,Randal Kolo Muani,23,39500000.0,37000.0
164,K. Kvaratskhelia,LW CAM ,79,88,Napoli,2022 ~ 2027,345,376,392,348,320,114,1949,82,73,74,82,41,67,Khvicha Kvaratskhelia,21,39500000.0,46000.0
165,Raúl de Tomás,ST ,83,83,Rayo Vallecano,2022 ~ 2027,392,393,396,400,367,103,2102,77,84,77,83,40,78,Raúl De Tomás Gómez,27,39500000.0,37000.0
166,Gavi,CM LW RW ,80,87,FC Barcelona,2020 ~ 2026,311,365,410,334,369,197,2035,76,64,77,83,65,70,Pablo Martín Páez Gavira,17,39000000.0,18000.0
167,Grimaldo,LB LWB LM ,83,84,Benfica,2016 ~ 2023,352,416,426,381,359,229,2213,87,69,82,84,76,71,Alejandro Grimaldo García,26,39000000.0,21000.0
168,N. Mazraoui,RB ,82,85,FC Bayern München,2022 ~ 2026,352,354,396,356,354,233,2101,81,66,77,82,76,74,Noussair Mazraoui,24,38500000.0,59000.0
169,R. Gravenberch,CM ,79,88,FC Bayern München,2022 ~ 2027,358,390,384,385,338,197,2101,77,76,78,83,68,72,Ryan Gravenberch,20,38500000.0,45000.0
170,J. Frimpong,RB RWB RM ,81,87,Bayer 04 Leverkusen,2021 ~ 2025,312,352,446,319,343,228,2054,94,56,74,84,74,70,Jeremie Frimpong,21,38500000.0,41000.0
171,K. Laimer,CDM CM ,83,84,RB Leipzig,2017 ~ 2023,359,354,390,372,378,238,2149,80,68,78,79,81,78,Konrad Laimer,25,38500000.0,64000.0
172,J. Giménez,CB ,83,85,Atlético Madrid,2013 ~ 2025,271,270,330,367,282,257,1829,71,46,58,61,85,82,José María Giménez,27,38500000.0,68000.0
173,T. Werner,ST LW ,82,84,RB Leipzig,2022 ~ 2026,383,348,422,382,333,78,1996,91,80,70,82,35,69,Timo Werner,26,38000000.0,73000.0
174,Ansu Fati,LW ,79,90,FC Barcelona,2018 ~ 2027,359,379,425,332,295,83,1913,88,77,72,82,30,53,Anssumane Fati,19,38000000.0,84000.0
175,F. Mendy,LB ,83,84,Real Madrid,2019 ~ 2025,345,349,425,385,365,238,2158,92,64,77,78,78,84,Ferland Mendy,27,38000000.0,170000.0
176,E. Camavinga,CM CDM ,79,89,Real Madrid,2021 ~ 2027,339,375,389,371,367,234,2125,76,66,78,81,76,78,Eduardo Camavinga,19,38000000.0,78000.0
177,Yeremy Pino,RM ST LM ,79,87,Villarreal,2020 ~ 2027,347,368,388,274,286,120,1828,77,73,76,79,38,45,Yeremy Jesús Pino Santos,19,38000000.0,21000.0
178,K. Walker,RB ,85,85,Manchester City,2017 ~ 2024,339,388,401,404,364,243,2196,91,63,77,78,80,82,Kyle Walker,32,37500000.0,170000.0
179,S. Botman,CB ,81,87,Newcastle United,2022 ~ 2027,250,274,287,342,301,246,1749,58,37,61,63,81,83,Sven Botman,22,37500000.0,79000.0
180,N. Schlotterbeck,CB ,81,87,Borussia Dortmund,2022 ~ 2027,306,306,368,368,324,247,1972,76,56,65,72,83,79,Nico Schlotterbeck,22,37500000.0,43000.0
181,A. Christensen,CB ,82,86,FC Barcelona,2022 ~ 2026,272,296,340,281,290,252,1775,68,32,66,70,84,74,Andreas Christensen,26,37500000.0,145000.0
182,E. Martínez,GK ,85,85,Aston Villa,2020 ~ 2027,134,156,296,248,170,51,1472,83,83,82,85,58,84,Emiliano Martínez,29,37000000.0,105000.0
183,B. Chilwell,LWB LB ,82,85,Chelsea,2020 ~ 2025,356,372,374,362,354,240,2106,76,60,78,78,78,75,Ben Chilwell,25,37000000.0,110000.0
184,M. Simakan,CB RB ,79,87,RB Leipzig,2021 ~ 2027,274,291,342,327,324,238,1842,71,43,64,67,80,79,Mohamed Simakan,22,37000000.0,43000.0
185,Unai Simón,GK ,83,86,Athletic Club,2015 ~ 2025,106,99,259,257,141,41,1311,84,77,77,85,49,85,Unai Simón Mendibil,25,37000000.0,30000.0
186,A. Danjuma,ST LM ,82,83,Villarreal,2021 ~ 2026,384,371,418,376,323,134,2061,86,82,76,83,44,70,Arnaut Danjuma,25,37000000.0,47000.0
187,André Silva,ST ,82,83,RB Leipzig,2021 ~ 2026,392,345,383,405,376,110,2064,73,83,70,82,47,78,André Miguel Valente da Silva,26,36500000.0,73000.0
188,P. Zieliński,CAM CM ,83,83,Napoli,2016 ~ 2024,360,400,407,350,353,212,2132,81,77,81,86,70,62,Piotr Zieliński,28,36500000.0,78000.0
189,Carvajal,RB ,84,84,Real Madrid,2013 ~ 2025,334,358,403,351,355,239,2105,82,54,77,80,78,79,Daniel Carvajal Ramos,30,36500000.0,185000.0
190,Rafa,CF RM RW ,83,83,Benfica,2016 ~ 2024,351,384,450,342,330,138,2046,93,77,77,86,50,54,Rafael A. Ferreira Silva,29,36500000.0,26000.0
191,T. Partey,CDM CM ,84,84,Arsenal,2020 ~ 2024,349,391,328,411,369,244,2141,65,71,81,80,80,83,Thomas Partey,29,36000000.0,115000.0
192,J. Álvarez,ST RW LW ,79,86,Manchester City,2022 ~ 2027,372,393,411,382,362,159,2124,79,80,75,83,55,75,Julián Álvarez,22,36000000.0,110000.0
193,A. Gouiri,ST LM ,79,86,Rennes,2022 ~ 2027,382,385,381,375,341,118,2024,78,81,76,80,45,69,Amine Gouiri,22,36000000.0,49000.0
194,K. Trapp,GK ,86,86,Eintracht Frankfurt,2019 ~ 2024,74,72,256,268,127,39,1254,84,82,79,88,46,85,Kevin Trapp,31,36000000.0,43000.0
195,G. Raspadori,CF CAM ST ,79,86,Napoli,"Jun 30, 2023",357,350,403,331,310,68,1869,81,78,68,81,27,58,Giacomo Raspadori,22,36000000.0,37000.0
196,Gonçalo Inácio,CB ,79,88,Sporting CP,2019 ~ 2026,253,254,356,321,311,242,1773,80,36,61,61,80,77,Gonçalo Bernardo Inácio,20,36000000.0,11000.0
197,H. Ziyech,RW CAM ,83,83,Chelsea,2020 ~ 2025,373,424,396,327,360,142,2073,76,77,87,83,50,64,Hakim Ziyech,29,35500000.0,155000.0
198,Roberto Firmino,CF ,83,83,Liverpool,2015 ~ 2023,390,397,404,392,372,161,2160,74,77,79,87,59,77,Roberto Firmino Barbosa de Oliveira,30,35500000.0,150000.0
199,R. Bentancur,CM ,81,85,Tottenham Hotspur,2022 ~ 2026,359,389,364,365,373,240,2145,69,67,80,82,79,77,Rodrigo Bentancur,25,35500000.0,95000.0
200,W. Ben Yedder,ST ,84,84,Monaco,2019 ~ 2024,403,399,430,375,360,93,2102,81,84,78,88,39,68,Wissam Ben Yedder,31,35500000.0,88000.0
201,Luis Alberto,CM ,83,83,Lazio,2016 ~ 2025,360,426,335,338,312,168,1982,54,75,86,83,57,57,Luis Alberto Romero Alconchel,29,35500000.0,74000.0
202,A. Griezmann,ST CF ,84,84,Atlético Madrid,2022 ~ 2026,414,422,413,403,383,164,2262,78,83,83,85,57,73,Antoine Griezmann,31,35500000.0,88000.0
203,Gabriel,CB ,81,86,Arsenal,2020 ~ 2027,258,264,303,304,305,247,1731,68,36,61,58,83,80,Gabriel dos S. Magalhães,24,35000000.0,74000.0
204,Matheus Nunes,CM ,79,86,Wolverhampton Wanderers,2022 ~ 2027,319,375,402,356,369,225,2106,84,71,73,82,74,76,Matheus Luiz Nunes,23,35000000.0,73000.0
205,Angeliño,LWB LM ,82,84,TSG Hoffenheim,"Jun 30, 2023",366,409,409,365,369,227,2203,78,71,82,84,75,70,José Ángel Esmoris Tasende,25,35000000.0,59000.0
206,E. Hazard,LW ,84,84,Real Madrid,2019 ~ 2024,383,419,417,349,346,83,2042,83,79,82,87,35,63,Eden Hazard,31,35000000.0,220000.0
207,Canales,RM CAM LM ,84,84,Real Betis,2018 ~ 2026,361,420,415,353,400,200,2217,83,79,85,83,68,72,Sergio Canales Madrazo,31,35000000.0,42000.0
208,Zubimendi,CM CDM ,79,86,Real Sociedad,2018 ~ 2027,321,334,347,350,351,239,1994,59,64,74,74,79,70,Martín Zubimendi Ibáñez,23,35000000.0,32000.0
209,A. Ramsdale,GK ,82,86,Arsenal,2021 ~ 2025,114,140,279,239,166,51,1396,83,77,85,84,48,78,Aaron Ramsdale,24,34500000.0,62000.0
210,D. Zakaria,CDM CM ,81,86,Chelsea,"Jun 30, 2023",313,340,376,371,354,243,2052,82,64,73,77,80,84,Denis Zakaria,25,34500000.0,95000.0
211,Cucurella,LB CB LWB ,81,85,Chelsea,2022 ~ 2028,340,375,395,369,367,236,2132,76,68,78,80,77,74,Marc Cucurella Saseta,23,34500000.0,90000.0
212,J. Matip,CB ,84,84,Liverpool,2016 ~ 2024,304,308,305,341,332,258,1901,62,46,69,71,87,78,Joel Matip,30,34500000.0,140000.0
213,J. Stones,CB RB ,83,84,Manchester City,2016 ~ 2026,327,320,351,333,334,252,1968,72,51,71,75,84,77,John Stones,28,34500000.0,150000.0
214,C. Eriksen,CM CDM ,83,83,Manchester United,2022 ~ 2025,381,433,350,344,335,138,2024,61,78,88,81,53,56,Christian Eriksen,30,34500000.0,145000.0
215,Richarlison,ST LW ,81,84,Tottenham Hotspur,2022 ~ 2027,391,366,395,396,362,151,2112,82,79,72,82,53,79,Richarlison de Andrade,25,34500000.0,105000.0
216,M. Ginter,CB ,83,84,SC Freiburg,2022 ~ 2026,337,300,307,361,349,249,1949,60,59,71,66,84,79,Matthias Ginter,28,34500000.0,43000.0
217,S. de Vrij,CB ,84,84,Inter,2018 ~ 2023,260,291,340,364,306,260,1873,68,41,65,69,87,79,Stefan de Vrij,30,34500000.0,88000.0
218,D. Dumfries,RWB RM ,82,84,Inter,2021 ~ 2025,342,323,376,393,344,232,2064,83,63,70,73,78,89,Denzel Dumfries,26,34500000.0,73000.0
219,J. Gomez,CB RB ,81,86,Liverpool,2015 ~ 2027,273,286,369,290,300,242,1809,82,30,68,70,80,77,Joe Gomez,25,34000000.0,100000.0
220,M. Terrier,LW LM ST ,81,84,Rennes,2020 ~ 2025,390,369,391,389,316,99,1997,85,82,75,79,36,72,Martin Terrier,25,34000000.0,61000.0
221,R. Le Normand,CB ,81,86,Real Sociedad,2016 ~ 2026,242,242,288,306,237,247,1623,63,25,53,58,83,80,Robin Le Normand,25,34000000.0,36000.0
222,G. Scamacca,ST ,80,86,West Ham United,2022 ~ 2027,365,361,349,389,303,88,1907,71,80,67,76,36,74,Gianluca Scamacca,23,33500000.0,73000.0
223,M. Reus,CAM CF RM ,85,85,Borussia Dortmund,2012 ~ 2023,384,424,386,373,356,165,2149,68,84,84,85,53,65,Marco Reus,33,33500000.0,78000.0
224,W. Szczęsny,GK ,86,86,Juventus,2017 ~ 2024,86,99,286,250,135,45,1316,86,83,73,87,49,86,Wojciech Szczęsny,32,33500000.0,125000.0
225,G. Lo Celso,CAM LM ST ,81,84,Villarreal,"Jun 30, 2023",368,414,386,356,377,205,2162,71,75,83,84,68,72,Giovani Lo Celso,26,33500000.0,100000.0
226,Diogo Costa,GK ,81,87,Porto,2016 ~ 2026,77,112,216,214,134,43,1195,79,77,79,85,32,79,Diogo Meireles Costa,22,33500000.0,12000.0
227,K. Tierney,LB ,81,85,Arsenal,2019 ~ 2024,310,352,402,381,352,233,2092,84,60,75,78,76,78,Kieran Tierney,25,33000000.0,82000.0
228,W. Fofana,CB ,79,86,Chelsea,2022 ~ 2028,252,271,344,310,300,241,1773,75,37,55,64,81,76,Wesley Fofana,21,33000000.0,67000.0
229,A. Isak,ST ,80,85,Newcastle United,2022 ~ 2028,368,358,389,371,315,64,1905,83,79,68,83,29,68,Alexander Isak,22,33000000.0,90000.0
230,Gonçalo Guedes,ST LW ,81,83,Wolverhampton Wanderers,2022 ~ 2027,382,380,412,379,337,88,2028,86,82,74,82,38,69,Gonçalo Manuel Ganchinho Guedes,25,33000000.0,100000.0
231,M. Guendouzi,CM CDM ,80,86,Olympique Marseille,2022 ~ 2025,341,377,386,382,393,231,2159,76,68,79,78,77,81,Mattéo Guendouzi,23,33000000.0,41000.0
232,A. Saint-Maximin,LM LW ,81,83,Newcastle United,2019 ~ 2026,340,373,440,375,272,73,1918,90,73,73,88,27,68,Allan Saint-Maximin,25,32500000.0,95000.0
233,Otávio,RM LM ,82,82,Porto,2014 ~ 2025,351,401,407,346,374,187,2123,78,69,80,85,63,71,Otávio Edmilson da Silva Monteiro,27,32500000.0,21000.0
234,L. Sinisterra,LM RM ,80,85,Leeds United,2022 ~ 2027,366,349,436,367,313,151,2041,89,74,72,85,53,63,Luis Sinisterra,23,32000000.0,43000.0
235,Matheus Cunha,ST CAM LM ,80,85,Wolverhampton Wanderers,"Jun 30, 2023",378,378,403,389,327,89,2016,84,81,75,84,32,73,Matheus Santos Carneiro Da Cunha,23,32000000.0,56000.0
236,X. Schlager,CDM CM ,81,84,RB Leipzig,2022 ~ 2026,309,368,381,385,377,225,2086,72,70,74,78,74,82,Xaver Schlager,24,32000000.0,49000.0
237,M. Kean,ST LW ,78,86,Juventus,"Jun 30, 2023",343,311,398,387,292,106,1884,85,76,58,76,40,75,Moise Kean,22,32000000.0,41000.0
238,C. De Ketelaere,ST LW ,78,88,Milan,2022 ~ 2027,380,388,368,378,341,163,2067,75,76,76,81,57,73,Charles De Ketelaere,21,32000000.0,49000.0
239,N. González,RW LW ,80,85,Fiorentina,2021 ~ 2026,385,343,408,338,336,123,1971,87,73,73,83,45,64,Nicolás González,24,32000000.0,58000.0
240,Gayà,LB LWB ,82,83,Valencia,2012 ~ 2027,335,361,409,328,366,242,2094,82,61,76,79,78,73,José Luís Gayà Peña,27,32000000.0,44000.0
241,Gonçalo Ramos,ST ,78,86,Benfica,2019 ~ 2025,364,319,386,402,314,101,1939,77,77,64,75,41,82,Gonçalo Matias Ramos,21,32000000.0,13000.0
242,Renato Sanches,CM RM ,80,85,Paris Saint Germain,2022 ~ 2027,349,383,421,420,380,212,2215,83,74,77,84,72,84,Renato Júnior Luz Sanches,24,31500000.0,72000.0
243,L. Majer,CM ,80,85,Rennes,2021 ~ 2027,354,412,371,346,361,179,2067,69,73,81,83,60,67,Lovro Majer,24,31500000.0,47000.0
244,K. Casteels,GK ,84,85,VfL Wolfsburg,2015 ~ 2024,92,107,263,251,126,47,1301,84,82,79,86,45,84,Koen Casteels,30,31500000.0,55000.0
245,Brahim,CAM ,78,86,Milan,"Jun 30, 2023",303,374,408,316,280,84,1816,78,69,76,82,30,50,Brahim Díaz,22,31500000.0,110000.0
246,D. Frattesi,CM CDM ,78,87,Sassuolo,2017 ~ 2026,351,375,382,351,350,202,2055,79,71,76,80,65,69,Davide Frattesi,22,31500000.0,30000.0
247,B. Kamara,CDM CM ,80,86,Aston Villa,2022 ~ 2027,290,331,348,369,349,241,1973,70,54,72,73,80,79,Boubacar Kamara,22,31000000.0,69000.0
248,Diogo Dalot,RB ,80,86,Manchester United,2018 ~ 2024,328,364,393,392,359,230,2106,83,61,77,79,76,79,José Diogo Dalot Teixeira,23,31000000.0,90000.0
249,S. Haller,ST ,82,82,Borussia Dortmund,2022 ~ 2026,370,306,329,395,350,157,1947,65,80,62,74,52,82,Sébastien Haller,28,31000000.0,68000.0
250,G. Rodríguez,CDM ,82,83,Real Betis,2020 ~ 2024,305,319,277,340,361,254,1915,55,58,71,68,84,78,Guido Rodríguez,27,31000000.0,32000.0
251,Diego Carlos,CB ,83,83,Aston Villa,2022 ~ 2026,256,328,349,364,324,245,1915,76,47,63,67,82,81,Diego Carlos Santos Silva,29,30500000.0,105000.0
252,K. Phillips,CDM CM ,81,84,Manchester City,2022 ~ 2028,335,367,355,384,363,242,2096,66,65,77,76,79,80,Kalvin Phillips,26,30500000.0,120000.0
253,K. Trippier,RB RM ,84,84,Newcastle United,2022 ~ 2024,361,412,370,379,378,243,2197,70,65,84,77,81,72,Kieran Trippier,31,30500000.0,120000.0
254,M. Thuram,ST LM ,80,84,Borussia Mönchengladbach,2019 ~ 2023,377,343,375,394,326,129,2006,84,80,71,80,49,76,Marcus Thuram,24,30500000.0,34000.0
255,D. Zapata,ST ,83,83,Atalanta,2020 ~ 2024,371,337,363,408,319,90,1928,78,82,63,79,35,85,Duván Zapata,31,30500000.0,77000.0
256,A. Onana,GK ,82,85,Inter,2022 ~ 2027,103,164,322,276,149,44,1468,81,80,86,83,61,80,André Onana,26,30500000.0,59000.0
257,Morata,ST ,82,82,Atlético Madrid,2020 ~ 2024,396,351,381,399,331,71,1951,83,81,72,78,31,78,Álvaro Borja Morata Martín,29,30500000.0,77000.0
258,Borja Iglesias,ST ,82,82,Real Betis,2019 ~ 2026,367,323,336,392,348,102,1939,68,83,66,74,40,81,Borja Iglesias Quintás,29,30500000.0,39000.0
259,Sergi Darder,CM CAM ,82,82,Espanyol,2018 ~ 2026,365,401,398,381,370,226,2187,82,74,82,83,74,77,Sergi Darder Moll,28,30500000.0,30000.0
260,M. Taremi,ST CF ,82,82,Porto,2020 ~ 2024,386,356,379,389,317,104,1983,78,80,76,81,38,73,Mehdi Taremi,29,30500000.0,24000.0
261,B. White,CB RB ,80,86,Arsenal,2021 ~ 2026,252,292,340,306,293,244,1769,71,29,68,72,81,77,Benjamin White,24,30000000.0,69000.0
262,W. Zaha,LW CF ,82,82,Crystal Palace,2015 ~ 2023,346,369,415,368,336,109,2004,91,79,72,86,37,76,Wilfried Zaha,29,30000000.0,85000.0
263,V. Grifo,LM CF CAM ,82,82,SC Freiburg,2019 ~ 2026,365,411,387,351,346,109,2021,74,79,81,82,40,63,Vincenzo Grifo,29,30000000.0,43000.0
264,T. Koopmeiners,CM CDM ,80,84,Atalanta,2021 ~ 2025,366,384,358,392,385,227,2170,70,72,80,76,76,77,Teun Koopmeiners,24,30000000.0,49000.0
265,Renan Lodi,LWB LB LM ,80,85,Nottingham Forest,"Jun 30, 2023",352,369,410,373,354,228,2141,83,68,76,79,74,74,Renan Augusto Lodi dos Santos,24,29500000.0,46000.0
266,M. Guéhi,CB ,78,86,Crystal Palace,2021 ~ 2026,259,282,356,294,279,238,1760,73,39,58,68,79,75,Marc Guéhi,21,29500000.0,36000.0
267,B. Pavard,RB CB ,81,83,FC Bayern München,2019 ~ 2024,352,331,349,376,331,247,2039,68,56,72,71,83,78,Benjamin Pavard,26,29500000.0,63000.0
268,M. Götze,CAM CM LM ,82,82,Eintracht Frankfurt,2022 ~ 2025,372,405,377,343,369,159,2074,67,75,83,84,55,67,Mario Götze,30,29500000.0,41000.0
269,E. Ndicka,CB ,80,85,Eintracht Frankfurt,2018 ~ 2023,305,317,348,358,331,241,1944,80,51,71,73,81,79,Evan Ndicka,22,29500000.0,28000.0
270,R. Gosens,LWB LM ,82,82,Inter,"Jun 30, 2023",394,365,384,396,358,232,2193,82,75,74,79,77,80,Robin Gosens,27,29500000.0,59000.0
271,G. Kondogbia,CM CDM CB ,82,82,Atlético Madrid,2020 ~ 2024,355,367,352,429,386,243,2185,69,75,77,77,82,89,Geoffrey Kondogbia,29,29500000.0,71000.0
272,Y. En-Nesyri,ST ,80,84,Sevilla,2020 ~ 2025,367,331,348,406,312,85,1907,81,80,60,74,35,78,Youssef En-Nesyri,25,29500000.0,35000.0
273,L. Bailey,RW CF LM ,80,83,Aston Villa,2021 ~ 2025,353,388,432,356,303,88,1980,92,77,73,82,33,61,Leon Bailey,24,29000000.0,84000.0
274,H. Barnes,LM ,80,83,Leicester City,2016 ~ 2025,341,375,407,357,307,127,1954,86,76,75,80,43,65,Harvey Barnes,24,29000000.0,77000.0
275,F. Neuhaus,CM ,80,84,Borussia Mönchengladbach,2017 ~ 2024,343,377,372,355,336,198,2034,68,73,79,80,67,67,Florian Neuhaus,25,29000000.0,34000.0
276,E. Tapsoba,CB ,80,85,Bayer 04 Leverkusen,2020 ~ 2026,291,304,350,340,333,243,1911,70,54,65,70,82,79,Edmond Tapsoba,23,29000000.0,46000.0
277,Beto,ST ,80,83,Udinese,2022 ~ 2026,340,326,371,381,302,58,1832,87,79,58,74,25,82,Norberto Gomes Betuncal,24,29000000.0,22000.0
278,N. Milenković,CB ,80,85,Fiorentina,2017 ~ 2027,291,268,289,352,276,242,1767,64,45,62,62,81,83,Nikola Milenković,24,29000000.0,48000.0
279,Koke,CM CDM ,82,82,Atlético Madrid,2011 ~ 2024,356,402,372,375,385,232,2176,69,72,84,78,78,77,Jorge Resurrección,30,29000000.0,68000.0
280,S. Savić,CB ,84,84,Atlético Madrid,2015 ~ 2024,253,248,320,315,293,259,1754,64,35,57,57,87,80,Stefan Savić,31,29000000.0,74000.0
281,L. Modrić,CM ,88,88,Real Madrid,2012 ~ 2023,380,430,417,369,393,217,2258,73,76,89,88,72,66,Luka Modrić,36,29000000.0,230000.0
282,Evanilson,ST ,78,85,Porto,2020 ~ 2027,347,330,360,364,281,61,1794,74,76,63,76,25,71,F. Evanilson de Lima Barbosa,22,29000000.0,15000.0
283,C. Gallagher,CM ,78,85,Chelsea,2017 ~ 2025,335,368,363,372,359,204,2047,74,76,74,77,67,74,Conor Gallagher,22,28500000.0,81000.0
284,Palhinha,CDM CM ,81,83,Fulham,2022 ~ 2027,330,333,299,398,363,250,2019,59,65,70,72,82,89,João Maria Palhinha Gonçalves,26,28500000.0,66000.0
285,J. David,ST ,79,85,Lille,2020 ~ 2025,371,341,387,397,300,77,1912,83,79,71,77,33,71,Jonathan David,22,28500000.0,37000.0
286,K. Thuram,CM CDM ,78,85,Nice,2019 ~ 2025,351,363,367,376,359,224,2090,74,71,75,77,76,77,Khéphren Thuram,21,28500000.0,32000.0
287,A. Zambo Anguissa,CDM CM ,81,83,Napoli,2022 ~ 2027,329,342,389,388,379,236,2113,78,68,71,81,80,84,André-Franck Zambo Anguissa,26,28500000.0,58000.0
288,E. Elmas,CAM CM LW ,78,85,Napoli,2019 ~ 2025,332,366,378,340,350,198,2012,76,71,74,83,66,69,Eljif Elmas,22,28500000.0,44000.0
289,Y. Bounou,GK ,85,85,Sevilla,2020 ~ 2025,95,107,235,238,133,53,1274,83,83,78,85,38,84,Yassine Bounou,31,28500000.0,38000.0
290,M. Ugarte,CM CDM ,78,85,Sporting CP,2021 ~ 2026,286,340,350,339,357,230,1955,72,63,71,77,74,76,Manuel Ugarte,21,28500000.0,12000.0
291,J. Tah,CB ,81,83,Bayer 04 Leverkusen,2015 ~ 2025,261,258,295,326,287,247,1723,67,37,59,61,82,85,Jonathan Tah,26,28000000.0,57000.0
292,D. Raum,LB LWB LM ,80,84,RB Leipzig,2022 ~ 2027,327,371,403,355,331,221,2059,85,59,76,78,73,77,David Raum,24,28000000.0,46000.0
293,H. Lozano,RW ,81,81,Napoli,2019 ~ 2024,360,365,437,348,338,106,2013,93,76,72,82,41,62,Hirving Lozano,26,28000000.0,69000.0
294,G. Mancini,CB ,81,83,Roma,2020 ~ 2027,272,239,303,344,306,238,1749,67,45,50,59,81,87,Gianluca Mancini,26,28000000.0,68000.0
295,A. Barák,CF CM ,81,81,Fiorentina,"Jun 30, 2023",379,395,370,385,360,193,2144,74,79,80,81,65,75,Antonín Barák,27,28000000.0,41000.0
296,Jordi Alba,LB ,85,85,FC Barcelona,2012 ~ 2024,390,389,419,354,375,231,2218,84,70,82,82,77,70,Jordi Alba Ramos,33,28000000.0,190000.0
297,Álex Remiro,GK ,82,84,Real Sociedad,2019 ~ 2027,89,105,271,251,124,49,1296,83,76,79,84,42,85,Alejandro Remiro Gargallo,27,28000000.0,34000.0
298,David Neres,RM RW CAM ,80,83,Benfica,2022 ~ 2027,342,371,425,345,310,103,1944,86,74,75,86,37,64,David Neres Campos,25,28000000.0,17000.0
299,L. Digne,LB ,82,82,Aston Villa,2022 ~ 2026,369,399,389,403,364,234,2204,78,69,80,79,77,75,Lucas Digne,28,27500000.0,100000.0
300,L. Shaw,LB ,81,82,Manchester United,2014 ~ 2024,352,382,375,369,362,240,2129,76,56,80,79,80,80,Luke Shaw,26,27500000.0,115000.0
301,J. Ward-Prowse,CM ,81,81,Southampton,2011 ~ 2026,353,426,346,380,370,203,2142,59,73,86,77,67,73,James Ward-Prowse,27,27500000.0,69000.0
302,Ricardo Pereira,RB RWB ,82,82,Leicester City,2018 ~ 2026,358,371,396,354,373,248,2165,79,67,79,81,81,72,Ricardo Barbosa Pereira,28,27500000.0,100000.0
303,S. Fofana,CM ,81,81,Lens,2020 ~ 2024,341,374,364,402,371,219,2118,73,74,75,80,73,85,Seko Fofana,27,27500000.0,43000.0
304,Y. Fofana,CDM CM ,80,84,Monaco,2020 ~ 2024,317,356,365,364,371,231,2049,71,67,74,77,76,78,Youssouf Fofana,23,27500000.0,46000.0
305,R. Guerreiro,LB LM ,82,82,Borussia Dortmund,2016 ~ 2023,375,426,413,339,347,230,2175,73,78,86,87,75,55,Raphaël Guerreiro,28,27500000.0,57000.0
306,M. Pašalić,CAM CF CM ,81,81,Atalanta,2020 ~ 2025,372,375,355,382,373,197,2118,75,79,76,81,67,77,Mario Pašalić,27,27500000.0,60000.0
307,A. Rabiot,CM LM ,81,81,Juventus,2019 ~ 2023,366,371,370,410,372,232,2173,76,73,78,79,78,81,Adrien Rabiot,27,27500000.0,110000.0
308,S. Lobotka,CM CDM ,81,81,Napoli,2020 ~ 2025,311,372,386,371,353,227,2080,71,68,79,81,73,70,Stanislav Lobotka,27,27500000.0,64000.0
309,G. Di Lorenzo,RB ,82,82,Napoli,2019 ~ 2026,350,362,406,390,349,235,2135,85,66,73,77,78,80,Giovanni Di Lorenzo,28,27500000.0,66000.0
310,S. Chukwueze,RM RW ,79,85,Villarreal,2018 ~ 2024,334,359,421,356,281,105,1898,89,74,70,84,36,63,Samuel Chukwueze,23,27500000.0,32000.0
311,M. Edwards,RW LW ST ,79,85,Sporting CP,2022 ~ 2026,321,363,432,303,282,94,1850,85,73,70,85,33,48,Marcus Edwards,23,27500000.0,16000.0
312,Ricardo Horta,CAM CF ST ,81,81,Sporting Braga,2017 ~ 2026,375,392,409,376,364,111,2074,79,82,79,80,43,70,Ricardo Jorge da Luz Horta,27,27500000.0,21000.0
313,P. Aubameyang,ST ,84,84,Chelsea,2022 ~ 2024,394,380,402,379,334,85,2022,87,84,74,79,36,66,Pierre-Emerick Aubameyang,33,27000000.0,165000.0
314,L. Spinazzola,LWB LM ,82,82,Roma,2019 ~ 2024,347,337,414,346,359,234,2102,91,64,73,80,78,69,Leonardo Spinazzola,29,27000000.0,77000.0
