,klub,pilkarz,pozycja,data_urodzenia,wzrost,dominujaca_noga,kontrakt_od,kontrakt_do,wartosc_eur,liga,wiek
162,Borussia Mönchengladbach,Hannes Wolf,Ofensywny pomocnik,16 kwi 1999 (23),"1,79m",lewonożny,1 lip 2021,30 cze 2024,4000000.0,bundesliga,23
163,Borussia Mönchengladbach,Lars Stindl,Ofensywny pomocnik,26 sie 1988 (34),"1,81m",prawonożny,1 lip 2015,30 cze 2023,2500000.0,bundesliga,34
164,Borussia Mönchengladbach,Conor Noß,Ofensywny pomocnik,1 sty 2001 (22),"1,81m",obunożny,1 lip 2021,30 cze 2024,700000.0,bundesliga,22
165,Borussia Mönchengladbach,Torben Müsel,Ofensywny pomocnik,25 lip 1999 (23),"1,85m",prawonożny,1 lip 2018,30 cze 2024,250000.0,bundesliga,23
166,Borussia Mönchengladbach,Alassane Plea,Lewy napastnik,10 mar 1993 (29),"1,81m",prawonożny,13 lip 2018,30 cze 2025,15000000.0,bundesliga,29
167,Borussia Mönchengladbach,Yvandro Borges Sanches,Lewy napastnik,24 maj 2004 (18),"1,75m",prawonożny,1 lip 2022,30 cze 2026,1500000.0,bundesliga,18
168,Borussia Mönchengladbach,Jonas Hofmann,Prawy napastnik,14 lip 1992 (30),"1,76m",prawonożny,1 sty 2016,30 cze 2025,13000000.0,bundesliga,30
169,Borussia Mönchengladbach,Nathan Ngoumou,Prawy napastnik,14 mar 2000 (22),"1,83m",prawonożny,30 sie 2022,30 cze 2027,7000000.0,bundesliga,22
170,Borussia Mönchengladbach,Patrick Herrmann,Prawy napastnik,12 lut 1991 (31),"1,79m",prawonożny,1 sty 2010,30 cze 2024,2000000.0,bundesliga,31
171,Borussia Mönchengladbach,Marcus Thuram ,Środkowy napastnik,6 sie 1997 (25),"1,92m",prawonożny,22 lip 2019,30 cze 2023,32000000.0,bundesliga,25
172,VfL Wolfsburg,Koen Casteels,Bramkarz,25 cze 1992 (30),"1,97m",lewonożny,21 sty 2015,30 cze 2024,8000000.0,bundesliga,30
173,VfL Wolfsburg,Pavao Pervan,Bramkarz,13 lis 1987 (35),"1,94m",obunożny,1 lip 2018,30 cze 2024,400000.0,bundesliga,35
174,VfL Wolfsburg,Philipp Schulze,Bramkarz,29 sty 2003 (19),"1,90m", ,1 lip 2021,30 cze 2023,200000.0,bundesliga,19
175,VfL Wolfsburg,Niklas Klinger,Bramkarz,13 paź 1995 (27),"1,87m",prawonożny,1 lip 2019,30 cze 2023,100000.0,bundesliga,27
176,VfL Wolfsburg,Maxence Lacroix,Środkowy obrońca,6 kwi 2000 (22),"1,90m",prawonożny,25 sie 2020,30 cze 2025,20000000.0,bundesliga,22
177,VfL Wolfsburg,Sebastiaan Bornauw,Środkowy obrońca,22 mar 1999 (23),"1,91m",prawonożny,16 lip 2021,30 cze 2026,8500000.0,bundesliga,23
178,VfL Wolfsburg,Micky van de Ven,Środkowy obrońca,19 kwi 2001 (21),"1,93m",lewonożny,31 sie 2021,30 cze 2025,8000000.0,bundesliga,21
179,VfL Wolfsburg,Paulo Otávio,Lewy obrońca,23 lis 1994 (28),"1,73m",lewonożny,1 lip 2019,30 cze 2023,6500000.0,bundesliga,28
180,VfL Wolfsburg,Ridle Baku,Prawy obrońca,8 kwi 1998 (24),"1,76m",prawonożny,1 paź 2020,30 cze 2025,13000000.0,bundesliga,24
181,VfL Wolfsburg,Kilian Fischer,Prawy obrońca,12 paź 2000 (22),"1,82m",obunożny,1 lip 2022,30 cze 2027,1500000.0,bundesliga,22
182,VfL Wolfsburg,Bartol Franjic ,Defensywny pomocnik,14 sty 2000 (23),"1,88m",lewonożny,1 lip 2022,30 cze 2027,6500000.0,bundesliga,23
183,VfL Wolfsburg,Josuha Guilavogui,Defensywny pomocnik,19 wrz 1990 (32),"1,88m",prawonożny,1 lip 2016,30 cze 2023,3000000.0,bundesliga,32
184,VfL Wolfsburg,Maximilian Arnold,Środkowy pomocnik,27 maj 1994 (28),"1,84m",lewonożny,1 sty 2012,30 cze 2026,17000000.0,bundesliga,28
185,VfL Wolfsburg,Mattias Svanberg,Środkowy pomocnik,5 sty 1999 (24),"1,85m",prawonożny,16 lip 2022,30 cze 2027,15000000.0,bundesliga,24
186,VfL Wolfsburg,Yannick Gerhardt,Środkowy pomocnik,13 mar 1994 (28),"1,84m",lewonożny,1 lip 2016,30 cze 2025,6000000.0,bundesliga,28
187,VfL Wolfsburg,Kevin Paredes ,Lewy pomocnik,7 maj 2003 (19),"1,70m",lewonożny,28 sty 2022,30 cze 2026,5000000.0,bundesliga,19
188,VfL Wolfsburg,Felix Nmecha,Ofensywny pomocnik,10 paź 2000 (22),"1,90m",prawonożny,21 lip 2021,30 cze 2024,3000000.0,bundesliga,22
189,VfL Wolfsburg,Jakub Kaminski,Lewy napastnik,5 cze 2002 (20),"1,79m",prawonożny,1 lip 2022,30 cze 2027,10000000.0,bundesliga,20
190,VfL Wolfsburg,Josip Brekalo,Lewy napastnik,23 cze 1998 (24),"1,75m",prawonożny,1 lip 2016,30 cze 2023,7500000.0,bundesliga,24
191,VfL Wolfsburg,Omar Marmoush,Lewy napastnik,7 lut 1999 (23),"1,83m",prawonożny,1 lip 2020,30 cze 2023,6000000.0,bundesliga,23
192,VfL Wolfsburg,Patrick Wimmer ,Prawy napastnik,30 maj 2001 (21),"1,82m", ,1 lip 2022,30 cze 2027,8000000.0,bundesliga,21
193,VfL Wolfsburg,Luca Waldschmidt,Cofnięty napastnik,19 maj 1996 (26),"1,81m",lewonożny,22 sie 2021,30 cze 2025,4500000.0,bundesliga,26
194,VfL Wolfsburg,Maximilian Philipp,Cofnięty napastnik,1 mar 1994 (28),"1,83m",prawonożny,1 lip 2021,30 cze 2025,2500000.0,bundesliga,28
195,VfL Wolfsburg,Lukas Nmecha ,Środkowy napastnik,14 gru 1998 (24),"1,85m",prawonożny,16 lip 2021,30 cze 2025,18000000.0,bundesliga,24
196,VfL Wolfsburg,Jonas Wind,Środkowy napastnik,7 lut 1999 (23),"1,90m",prawonożny,31 sty 2022,30 cze 2026,14000000.0,bundesliga,23
197,VfL Wolfsburg,Dzenan Pejcinovic,Środkowy napastnik,15 lut 2005 (17),"1,88m",lewonożny,14 lip 2022,30 cze 2027,1000000.0,bundesliga,17
198,SC Freiburg,Mark Flekken,Bramkarz,13 cze 1993 (29),"1,95m",obunożny,1 lip 2018,-,7000000.0,bundesliga,29
199,SC Freiburg,Noah Atubolu,Bramkarz,25 maj 2002 (20),"1,90m",prawonożny,1 lip 2021,-,2000000.0,bundesliga,20
200,SC Freiburg,Benjamin Uphoff,Bramkarz,8 sie 1993 (29),"1,92m",prawonożny,5 sie 2020,30 cze 2023,500000.0,bundesliga,29
201,SC Freiburg,Philipp Lienhart,Środkowy obrońca,11 lip 1996 (26),"1,89m",prawonożny,1 lip 2018,30 cze 2024,20000000.0,bundesliga,26
202,SC Freiburg,Matthias Ginter,Środkowy obrońca,19 sty 1994 (28),"1,91m",prawonożny,1 lip 2022,30 cze 2027,20000000.0,bundesliga,28
203,SC Freiburg,Manuel Gulde ,Środkowy obrońca,12 lut 1991 (31),"1,84m",prawonożny,1 lip 2016,-,1700000.0,bundesliga,31
204,SC Freiburg,Kenneth Schmidt,Środkowy obrońca,3 cze 2002 (20),"1,87m",lewonożny,1 sty 2023,-,750000.0,bundesliga,20
205,SC Freiburg,Christian Günter,Lewy obrońca,28 lut 1993 (29),"1,84m",lewonożny,1 lip 2012,-,10000000.0,bundesliga,29
206,SC Freiburg,Kimberly Ezekwem,Lewy obrońca,19 cze 2001 (21),"1,87m",lewonożny,1 lip 2021,-,275000.0,bundesliga,21
207,SC Freiburg,Kiliann Sildillia,Prawy obrońca,16 maj 2002 (20),"1,86m",prawonożny,1 lip 2021,30 cze 2024,9000000.0,bundesliga,20
208,SC Freiburg,Lukas Kübler,Prawy obrońca,30 sie 1992 (30),"1,82m",prawonożny,1 lip 2015,-,2300000.0,bundesliga,30
209,SC Freiburg,Jonathan Schmid ,Prawy obrońca,22 cze 1990 (32),"1,79m",prawonożny,1 lip 2019,-,1200000.0,bundesliga,32
210,SC Freiburg,Yannik Keitel,Defensywny pomocnik,15 lut 2000 (22),"1,86m",obunożny,16 kwi 2020,30 cze 2024,4000000.0,bundesliga,22
211,SC Freiburg,Nicolas Höfler,Defensywny pomocnik,9 mar 1990 (32),"1,81m",prawonożny,1 lip 2010,-,2500000.0,bundesliga,32
212,SC Freiburg,Maximilian Eggestein,Środkowy pomocnik,8 gru 1996 (26),"1,81m",prawonożny,18 sie 2021,30 cze 2025,8000000.0,bundesliga,26
213,SC Freiburg,Merlin Röhl,Środkowy pomocnik,5 lip 2002 (20),"1,92m",obunożny,17 sie 2022,-,2000000.0,bundesliga,20
214,SC Freiburg,Robert Wagner,Środkowy pomocnik,14 lip 2003 (19),"1,81m",prawonożny,1 lip 2022,30 cze 2024,900000.0,bundesliga,19
215,SC Freiburg,Daniel-Kofi Kyereh,Ofensywny pomocnik,8 mar 1996 (26),"1,79m",prawonożny,1 lip 2022,-,8000000.0,bundesliga,26
216,SC Freiburg,Vincenzo Grifo,Lewy napastnik,7 kwi 1993 (29),"1,80m",prawonożny,2 wrz 2019,-,12000000.0,bundesliga,29
217,SC Freiburg,Noah Weißhaupt,Lewy napastnik,20 wrz 2001 (21),"1,81m",prawonożny,1 lip 2021,-,2500000.0,bundesliga,21
218,SC Freiburg,Ritsu Doan,Prawy napastnik,16 cze 1998 (24),"1,72m",lewonożny,5 lip 2022,-,15000000.0,bundesliga,24
219,SC Freiburg,Roland Sallai,Prawy napastnik,22 maj 1997 (25),"1,83m",obunożny,31 sie 2018,30 cze 2025,12000000.0,bundesliga,25
220,SC Freiburg,Woo-yeong Jeong,Cofnięty napastnik,20 wrz 1999 (23),"1,79m",prawonożny,1 lip 2019,30 cze 2025,5500000.0,bundesliga,23
221,SC Freiburg,Michael Gregoritsch,Środkowy napastnik,18 kwi 1994 (28),"1,93m",lewonożny,8 lip 2022,-,8000000.0,bundesliga,28
222,SC Freiburg,Lucas Höler,Środkowy napastnik,10 lip 1994 (28),"1,84m",prawonożny,1 sty 2018,-,5000000.0,bundesliga,28
223,SC Freiburg,Nils Petersen,Środkowy napastnik,6 gru 1988 (34),"1,88m",prawonożny,1 lip 2015,-,1500000.0,bundesliga,34
224,TSG 1899 Hoffenheim,Oliver Baumann,Bramkarz,2 cze 1990 (32),"1,87m",prawonożny,1 lip 2014,30 cze 2024,4500000.0,bundesliga,32
225,TSG 1899 Hoffenheim,Philipp Pentke,Bramkarz,1 maj 1985 (37),"1,91m",prawonożny,1 lip 2019,30 cze 2023,300000.0,bundesliga,37
226,TSG 1899 Hoffenheim,Luca Philipp,Bramkarz,28 lis 2000 (22),"1,92m", ,31 lip 2020,30 cze 2023,300000.0,bundesliga,22
227,TSG 1899 Hoffenheim,Nahue Noll,Bramkarz,17 mar 2003 (19),"1,88m",obunożny,1 lip 2021,30 cze 2025,250000.0,bundesliga,19
228,TSG 1899 Hoffenheim,Ozan Kabak,Środkowy obrońca,25 mar 2000 (22),"1,87m",prawonożny,23 lip 2022,30 cze 2026,10000000.0,bundesliga,22
229,TSG 1899 Hoffenheim,Stanley Nsoki,Środkowy obrońca,9 kwi 1999 (23),"1,84m",lewonożny,3 sie 2022,30 cze 2027,8500000.0,bundesliga,23
230,TSG 1899 Hoffenheim,Kevin Akpoguma,Środkowy obrońca,19 kwi 1995 (27),"1,92m",prawonożny,1 lip 2013,30 cze 2024,5000000.0,bundesliga,27
231,TSG 1899 Hoffenheim,Eduardo Quaresma,Środkowy obrońca,2 mar 2002 (20),"1,85m",prawonożny,4 sie 2022,30 cze 2023,4000000.0,bundesliga,20
232,TSG 1899 Hoffenheim,Kevin Vogt,Środkowy obrońca,23 wrz 1991 (31),"1,94m",prawonożny,1 lip 2016,30 cze 2025,3500000.0,bundesliga,31
233,TSG 1899 Hoffenheim,Ermin Bicakcic,Środkowy obrońca,24 sty 1990 (32),"1,85m",prawonożny,1 lip 2014,30 cze 2023,1000000.0,bundesliga,32
234,TSG 1899 Hoffenheim,Angeliño,Lewy obrońca,4 sty 1997 (26),"1,71m",lewonożny,8 sie 2022,30 cze 2023,20000000.0,bundesliga,26
235,TSG 1899 Hoffenheim,Pavel Kaderabek,Prawy obrońca,25 kwi 1992 (30),"1,82m",prawonożny,1 lip 2015,30 cze 2025,4000000.0,bundesliga,30
236,TSG 1899 Hoffenheim,Angelo Stiller,Defensywny pomocnik,4 kwi 2001 (21),"1,83m",lewonożny,1 lip 2021,30 cze 2025,6000000.0,bundesliga,21
237,TSG 1899 Hoffenheim,Sebastian Rudy,Defensywny pomocnik,28 lut 1990 (32),"1,80m",prawonożny,1 lip 2021,30 cze 2023,1500000.0,bundesliga,32
238,TSG 1899 Hoffenheim,Dennis Geiger,Środkowy pomocnik,10 cze 1998 (24),"1,73m",prawonożny,1 lip 2016,30 cze 2023,9000000.0,bundesliga,24
239,TSG 1899 Hoffenheim,Grischa Prömel ,Środkowy pomocnik,9 sty 1995 (28),"1,84m",prawonożny,1 lip 2022,30 cze 2026,7500000.0,bundesliga,28
240,TSG 1899 Hoffenheim,Finn Ole Becker,Środkowy pomocnik,8 cze 2000 (22),"1,77m",lewonożny,1 lip 2022,30 cze 2026,2000000.0,bundesliga,22
241,TSG 1899 Hoffenheim,Robert Skov,Prawy pomocnik,20 maj 1996 (26),"1,85m",lewonożny,29 lip 2019,30 cze 2024,9000000.0,bundesliga,26
242,TSG 1899 Hoffenheim,Christoph Baumgartner,Ofensywny pomocnik,1 sie 1999 (23),"1,80m",prawonożny,15 sty 2019,30 cze 2025,20000000.0,bundesliga,23
243,TSG 1899 Hoffenheim,Muhammed Damar ,Ofensywny pomocnik,9 kwi 2004 (18),"1,85m",obunożny,1 lip 2022,30 cze 2026,1000000.0,bundesliga,18
244,TSG 1899 Hoffenheim,Tom Bischof,Ofensywny pomocnik,28 cze 2005 (17),"1,76m",lewonożny,1 lip 2021,30 cze 2025,1000000.0,bundesliga,17
245,TSG 1899 Hoffenheim,Jacob Bruun Larsen ,Lewy napastnik,19 wrz 1998 (24),"1,83m",prawonożny,31 sty 2020,30 cze 2024,4000000.0,bundesliga,24
246,TSG 1899 Hoffenheim,Kasper Dolberg,Środkowy napastnik,6 paź 1997 (25),"1,87m",prawonożny,2 sty 2023,30 cze 2023,12000000.0,bundesliga,25
247,TSG 1899 Hoffenheim,Ihlas Bebou,Środkowy napastnik,23 kwi 1994 (28),"1,83m",prawonożny,1 lip 2019,30 cze 2026,11000000.0,bundesliga,28
248,TSG 1899 Hoffenheim,Andrej Kramaric,Środkowy napastnik,19 cze 1991 (31),"1,77m",prawonożny,1 lip 2016,30 cze 2025,9000000.0,bundesliga,31
249,TSG 1899 Hoffenheim,Munas Dabbur,Środkowy napastnik,14 maj 1992 (30),"1,82m",prawonożny,7 sty 2020,30 cze 2024,4000000.0,bundesliga,30
250,TSG 1899 Hoffenheim,Fisnik Asllani,Środkowy napastnik,8 sie 2002 (20),"1,88m",obunożny,4 sty 2022,30 cze 2026,400000.0,bundesliga,20
251,VfB Stuttgart,Florian Müller,Bramkarz,13 lis 1997 (25),"1,90m",lewonożny,1 lip 2021,30 cze 2025,3000000.0,bundesliga,25
252,VfB Stuttgart,Fabian Bredlow,Bramkarz,2 mar 1995 (27),"1,90m",obunożny,1 lip 2019,30 cze 2024,700000.0,bundesliga,27
253,VfB Stuttgart,Florian Schock,Bramkarz,22 maj 2001 (21),"2,00m",prawonożny,7 wrz 2021,30 cze 2024,200000.0,bundesliga,21
254,VfB Stuttgart,Konstantinos Mavropanos,Środkowy obrońca,11 gru 1997 (25),"1,94m",prawonożny,1 lip 2022,30 cze 2025,15000000.0,bundesliga,25
255,VfB Stuttgart,Hiroki Ito,Środkowy obrońca,12 maj 1999 (23),"1,88m",lewonożny,1 lip 2022,30 cze 2025,5500000.0,bundesliga,23
256,VfB Stuttgart,Dan-Axel Zagadou ,Środkowy obrońca,3 cze 1999 (23),"1,96m",lewonożny,19 wrz 2022,30 cze 2026,5000000.0,bundesliga,23
257,VfB Stuttgart,Waldemar Anton,Środkowy obrońca,20 lip 1996 (26),"1,89m",prawonożny,28 lip 2020,30 cze 2025,4500000.0,bundesliga,26
258,VfB Stuttgart,Antonis Aidonis,Środkowy obrońca,22 maj 2001 (21),"1,86m",prawonożny,24 lip 2020,30 cze 2023,350000.0,bundesliga,21
259,VfB Stuttgart,Borna Sosa ,Lewy obrońca,21 sty 1998 (24),"1,87m",lewonożny,1 lip 2018,30 cze 2025,20000000.0,bundesliga,24
260,VfB Stuttgart,Josha Vagnoman,Prawy obrońca,11 gru 2000 (22),"1,90m",prawonożny,9 lip 2022,30 cze 2026,3700000.0,bundesliga,22
261,VfB Stuttgart,Pascal Stenzel,Prawy obrońca,20 mar 1996 (26),"1,83m",prawonożny,1 lip 2020,30 cze 2024,1500000.0,bundesliga,26
262,VfB Stuttgart,Wataru Endo,Defensywny pomocnik,9 lut 1993 (29),"1,78m",prawonożny,1 lip 2020,30 cze 2024,6500000.0,bundesliga,29
263,VfB Stuttgart,Naouirou Ahamada,Defensywny pomocnik,29 mar 2002 (20),"1,83m",prawonożny,1 lip 2021,30 cze 2025,5500000.0,bundesliga,20
264,VfB Stuttgart,Atakan Karazor,Defensywny pomocnik,13 paź 1996 (26),"1,91m",prawonożny,1 lip 2019,30 cze 2026,4500000.0,bundesliga,26
265,VfB Stuttgart,Enzo Millot,Środkowy pomocnik,17 lip 2002 (20),"1,74m",lewonożny,14 sie 2021,30 cze 2025,2500000.0,bundesliga,20
266,VfB Stuttgart,Nikolas Nartey,Środkowy pomocnik,22 lut 2000 (22),"1,85m",lewonożny,29 sie 2019,30 cze 2025,1800000.0,bundesliga,22
267,VfB Stuttgart,Silas,Prawy pomocnik,6 paź 1998 (24),"1,89m",prawonożny,13 sie 2019,30 cze 2026,13000000.0,bundesliga,24
268,VfB Stuttgart,Lilian Egloff,Ofensywny pomocnik,20 sie 2002 (20),"1,82m",prawonożny,1 lip 2020,30 cze 2024,1500000.0,bundesliga,20
269,VfB Stuttgart,Ömer Beyaz,Ofensywny pomocnik,29 sie 2003 (19),"1,71m",lewonożny,1 lip 2021,30 cze 2025,700000.0,bundesliga,19
270,VfB Stuttgart,Laurin Ulrich,Ofensywny pomocnik,31 sty 2005 (17),"1,80m",prawonożny,1 lip 2022,30 cze 2026,500000.0,bundesliga,17
271,VfB Stuttgart,Tanguy Coulibaly,Lewy napastnik,18 lut 2001 (21),"1,78m",lewonożny,2 lip 2019,30 cze 2023,2000000.0,bundesliga,21
272,VfB Stuttgart,Chris Führich ,Prawy napastnik,9 sty 1998 (25),"1,81m",prawonożny,19 lip 2021,30 cze 2025,4000000.0,bundesliga,25
273,VfB Stuttgart,Serhou Guirassy,Środkowy napastnik,12 mar 1996 (26),"1,87m",prawonożny,1 wrz 2022,30 cze 2023,10000000.0,bundesliga,26
274,VfB Stuttgart,Tiago Tomás,Środkowy napastnik,16 cze 2002 (20),"1,80m",prawonożny,30 sty 2022,30 cze 2023,7000000.0,bundesliga,20
275,VfB Stuttgart,Luca Pfeiffer,Środkowy napastnik,20 sie 1996 (26),"1,96m",prawonożny,2 sie 2022,30 cze 2026,2800000.0,bundesliga,26
276,VfB Stuttgart,Juan José Perea,Środkowy napastnik,23 lut 2000 (22),"1,80m",prawonożny,8 lip 2022,30 cze 2026,2400000.0,bundesliga,22
277,VfB Stuttgart,Thomas Kastanaras,Środkowy napastnik,9 sty 2003 (20),"1,86m", ,1 lip 2022,30 cze 2025,400000.0,bundesliga,20
278,VfB Stuttgart,Alou Kuol,Środkowy napastnik,5 lip 2001 (21),"1,81m",prawonożny,1 lip 2022,30 cze 2025,300000.0,bundesliga,21
279,1.FSV Mainz 05,Robin Zentner,Bramkarz,28 paź 1994 (28),"1,95m",prawonożny,1 lip 2014,30 cze 2025,5000000.0,bundesliga,28
280,1.FSV Mainz 05,Finn Dahmen,Bramkarz,27 mar 1998 (24),"1,88m",prawonożny,1 lip 2018,30 cze 2023,1000000.0,bundesliga,24
281,1.FSV Mainz 05,Lasse Rieß,Bramkarz,27 lip 2001 (21),"1,91m",prawonożny,1 lip 2021,30 cze 2025,200000.0,bundesliga,21
282,1.FSV Mainz 05,Maxim Leitsch ,Środkowy obrońca,18 maj 1998 (24),"1,89m",lewonożny,1 lip 2022,30 cze 2026,5000000.0,bundesliga,24
283,1.FSV Mainz 05,Andreas Hanche-Olsen,Środkowy obrońca,17 sty 1997 (26),"1,85m",prawonożny,13 sty 2023,30 cze 2026,3500000.0,bundesliga,26
284,1.FSV Mainz 05,Stefan Bell ,Środkowy obrońca,24 sie 1991 (31),"1,92m",prawonożny,1 lip 2010,30 cze 2024,2500000.0,bundesliga,31
285,1.FSV Mainz 05,Alexander Hack,Środkowy obrońca,8 wrz 1993 (29),"1,93m",lewonożny,30 lis 2015,30 cze 2024,2500000.0,bundesliga,29
286,1.FSV Mainz 05,Philipp Schulz,Środkowy obrońca,25 maj 2005 (17),"1,85m",prawonożny,1 lip 2022,30 cze 2025,300000.0,bundesliga,17
287,1.FSV Mainz 05,Aarón Martín,Lewy obrońca,22 kwi 1997 (25),"1,80m",lewonożny,1 lip 2019,30 cze 2023,7000000.0,bundesliga,25
288,1.FSV Mainz 05,Anthony Caci,Lewy obrońca,1 lip 1997 (25),"1,84m",prawonożny,1 lip 2022,30 cze 2026,7000000.0,bundesliga,25
289,1.FSV Mainz 05,Silvan Widmer ,Prawy obrońca,5 mar 1993 (29),"1,83m",prawonożny,9 lip 2021,30 cze 2024,5000000.0,bundesliga,29
290,1.FSV Mainz 05,Danny da Costa,Prawy obrońca,13 lip 1993 (29),"1,87m",prawonożny,1 lip 2022,30 cze 2025,2000000.0,bundesliga,29
291,1.FSV Mainz 05,Anton Stach,Defensywny pomocnik,15 lis 1998 (24),"1,94m",obunożny,31 lip 2021,30 cze 2024,15000000.0,bundesliga,24
292,1.FSV Mainz 05,Leandro Barreiro,Środkowy pomocnik,3 sty 2000 (23),"1,74m",prawonożny,1 lip 2018,30 cze 2024,8000000.0,bundesliga,23
293,1.FSV Mainz 05,Dominik Kohr,Środkowy pomocnik,31 sty 1994 (28),"1,83m",prawonożny,1 lip 2022,30 cze 2026,4000000.0,bundesliga,28
294,1.FSV Mainz 05,Edimilson Fernandes,Środkowy pomocnik,15 kwi 1996 (26),"1,90m",prawonożny,1 lip 2019,30 cze 2026,3000000.0,bundesliga,26
295,1.FSV Mainz 05,Aymen Barkok,Środkowy pomocnik,21 maj 1998 (24),"1,89m",prawonożny,1 lip 2022,30 cze 2025,1500000.0,bundesliga,24
296,1.FSV Mainz 05,Eniss Shabani,Środkowy pomocnik,29 maj 2003 (19),"1,80m",prawonożny,1 lip 2022,30 cze 2025,200000.0,bundesliga,19
297,1.FSV Mainz 05,Angelo Fulgini,Ofensywny pomocnik,20 sie 1996 (26),"1,83m",prawonożny,12 lip 2022,30 cze 2026,9000000.0,bundesliga,26
298,1.FSV Mainz 05,Jae-sung Lee,Ofensywny pomocnik,10 sie 1992 (30),"1,80m",lewonożny,8 lip 2021,30 cze 2024,3000000.0,bundesliga,30
299,1.FSV Mainz 05,Delano Burgzorg ,Lewy napastnik,7 lis 1998 (24),"1,86m",prawonożny,1 lip 2022,30 cze 2025,2000000.0,bundesliga,24
300,1.FSV Mainz 05,Ben Bobzien,Lewy napastnik,29 kwi 2003 (19),"1,74m", ,1 lip 2022,30 cze 2025,600000.0,bundesliga,19
301,1.FSV Mainz 05,Brajan Gruda,Prawy napastnik,31 maj 2004 (18),-,lewonożny,18 lis 2022,-,-,bundesliga,18
302,1.FSV Mainz 05,Jonathan Burkardt ,Środkowy napastnik,11 lip 2000 (22),"1,83m",prawonożny,1 lip 2018,30 cze 2024,15000000.0,bundesliga,22
303,1.FSV Mainz 05,Karim Onisiwo ,Środkowy napastnik,17 mar 1992 (30),"1,88m",prawonożny,5 sty 2016,30 cze 2024,3500000.0,bundesliga,30
304,1.FSV Mainz 05,Marcus Ingvartsen,Środkowy napastnik,4 sty 1996 (27),"1,87m",lewonożny,1 lip 2022,30 cze 2025,3500000.0,bundesliga,27
305,1.FSV Mainz 05,Marlon Mustapha ,Środkowy napastnik,24 maj 2001 (21),"1,85m",prawonożny,1 lip 2020,30 cze 2024,1000000.0,bundesliga,21
306,1.FSV Mainz 05,Nelson Weiper,Środkowy napastnik,17 mar 2005 (17),"1,92m",prawonożny,1 lip 2022,30 cze 2025,1000000.0,bundesliga,17
307,FC Augsburg,Rafal Gikiewicz,Bramkarz,26 paź 1987 (35),"1,90m",prawonożny,1 lip 2020,30 cze 2023,1200000.0,bundesliga,35
308,FC Augsburg,Tomas Koubek,Bramkarz,26 sie 1992 (30),"1,97m",prawonożny,6 sie 2019,30 cze 2024,1000000.0,bundesliga,30
309,FC Augsburg,Daniel Klein,Bramkarz,13 mar 2001 (21),"1,92m",prawonożny,2 lip 2021,30 cze 2025,300000.0,bundesliga,21
310,FC Augsburg,Benjamin Leneis,Bramkarz,8 mar 1999 (23),"1,95m",obunożny,24 paź 2018,30 cze 2023,150000.0,bundesliga,23
311,FC Augsburg,Reece Oxford,Środkowy obrońca,16 gru 1998 (24),"1,90m",prawonożny,2 sie 2019,30 cze 2025,12000000.0,bundesliga,24
312,FC Augsburg,Felix Uduokhai,Środkowy obrońca,9 wrz 1997 (25),"1,92m",lewonożny,1 lip 2020,30 cze 2024,10000000.0,bundesliga,25
313,FC Augsburg,Jeffrey Gouweleeuw,Środkowy obrońca,10 lip 1991 (31),"1,87m",prawonożny,9 sty 2016,30 cze 2024,3500000.0,bundesliga,31
314,FC Augsburg,Maximilian Bauer,Środkowy obrońca,9 lut 2000 (22),"1,89m",prawonożny,1 lip 2022,30 cze 2027,3500000.0,bundesliga,22
315,FC Augsburg,Frederik Winther,Środkowy obrońca,4 sty 2001 (22),"1,86m",lewonożny,4 paź 2020,30 cze 2025,1000000.0,bundesliga,22
316,FC Augsburg,Iago,Lewy obrońca,23 mar 1997 (25),"1,81m",lewonożny,1 lip 2019,30 cze 2024,5500000.0,bundesliga,25
317,FC Augsburg,Mads Pedersen,Lewy obrońca,1 wrz 1996 (26),"1,74m",lewonożny,1 lip 2019,30 cze 2024,2500000.0,bundesliga,26
318,FC Augsburg,David Colina,Lewy obrońca,19 lip 2000 (22),"1,74m",lewonożny,14 sty 2023,30 cze 2027,1500000.0,bundesliga,22
319,FC Augsburg,Aaron Zehnter,Lewy obrońca,31 paź 2004 (18),"1,80m",lewonożny,1 lip 2022,30 cze 2024,300000.0,bundesliga,18
320,FC Augsburg,Robert Gumny,Prawy obrońca,4 cze 1998 (24),"1,82m",prawonożny,2 wrz 2020,30 cze 2025,3500000.0,bundesliga,24
321,FC Augsburg,Niklas Dorsch,Defensywny pomocnik,15 sty 1998 (25),"1,78m",prawonożny,8 lip 2021,30 cze 2026,10000000.0,bundesliga,25
322,FC Augsburg,Carlos Gruezo,Defensywny pomocnik,19 kwi 1995 (27),"1,72m",prawonożny,2 lip 2019,30 cze 2024,4000000.0,bundesliga,27
323,FC Augsburg,Tobias Strobl ,Defensywny pomocnik,12 maj 1990 (32),"1,88m",prawonożny,1 lip 2020,30 cze 2023,700000.0,bundesliga,32
324,FC Augsburg,Julian Baumgartlinger,Defensywny pomocnik,2 sty 1988 (35),"1,84m",prawonożny,16 sie 2022,30 cze 2023,600000.0,bundesliga,35
325,FC Augsburg,Arne Maier,Środkowy pomocnik,8 sty 1999 (24),"1,86m",prawonożny,1 lip 2022,30 cze 2025,5500000.0,bundesliga,24
326,FC Augsburg,Elvis Rexhbecaj,Środkowy pomocnik,1 lis 1997 (25),"1,82m",lewonożny,27 lip 2022,30 cze 2026,3500000.0,bundesliga,25
